asin,question,item_name,hours_diff,label
B07GVF9KQ5,When will you have more grey curtains in stock?,Velvet Curtains 95 Inch Thermal Insulated Long Grey Room Darkening Gray for Bedroom Moderate Window Curtain for Living Room Rod Pocket Single Width,-18,Pre
B00ANVE7ZK,Does this fit a winchester sxp defender?,"Acid Tactical 600 Lumen T6 CREE LED Gun Shotgun Rifle Flashlight, Rail Mount, Pressure Switch",335,Post
B000CONYSE,The springs I received are 18 inches tall and the stock ones which are still in the car measure about 12 to 13 inches. Will they collapse that much,Moroso 47190 Front Drag Race Coil Spring,97,Post
B01GQXSEBG,whats the difference with the special edition?,Glock Perfection OEM 10 Magazine Pouch With Cover AP60221,-11504,Pre
B07F1R6WWR,"I set the blue display for 80.  It goes to red, heating temp.  Then it returns to blue and the numbers change, 81, 82, etc.  Without me doing anything","NO.17 Small Submersible Aquarium Heater 150W, Mini Fish Tank Heaters with Visible Temperature LED Screen and External Temperature Controller for 10-50 Gallon Fish Tank",49,Post
B0074MAY3U,Tell me which developer should i use with this ea Cover plus cream.,Redken Shades EQ Cover Plus 2N 60ml,4584,Post
B00V8IZIPK,Is it delivered in one piece,"Liberty Furniture Industries Dockside II Storage Trunk, W38 x D22 x H20, White",-1,Pre
B07H74JW6P,Is there any warranty on these?,HICKIES Tie-Free Laces (2.0 New) 2-pack Bundle - Black & Grey,939,Post
B078Y41KGP,I have a chysler t&c.  how come the caravan and t&c are different sizes? i would like a larger one for my t&c. will that work?,EzyShade Windshield Snow Cover + Bonus Item. See Size-Chart with Your Vehicle for Custom-Like Fit. Highest Durability Waterproof Fabric. No Scratchy Magnets. Keeps Snow and Ice Off. Standard (M) Size,-5,Pre
B0743LFTMJ,Where is my rear shock?? I ordered this product and the front shocks came but the rear ones didnâ€™t come with it just empty boxes for them.,Pair of (2) Front Complete Coil-Spring Strut Assembly Set & 2 Rear Shock Absorbers for 2007 2008 2009 2010 Hyundai Elantra,85,Post
B07GFLN3WD,"I see a few different models (ma5,f5,fw568). is the ma line the newest and best model? also are these bright enough to see outside on sunny day?","Feelworld Master MA5 5 inch Camera Field Monitor, with 4K HDMI 8V DC in/Out, Full HD 1920x1080 IPS Video Assist for DSLR",-18,Pre
B019F4G00K,Is this a 64 bit OS or 32 bit? Item description says 32 bit and then product info says 64 bit.,"Dell Latitude E6320 - Intel i5 2520m 2.5GHz, 4GB DDR3, 120GB Solid State Drive, Windows 7 Professional 32-Bit, WiFi, DVDRW (Prepared by ReCircuit)",-49,Pre
B07MLHXNSK,"thinking of buying 360 but the camera design stands out, prone to theft. Any warranty included? Does the Camera(tear Drop) comes off?",CHICOM 9.66 inch Mirror Dash Cam Touch Full Screen ; 1080P 170Â° Full HD Front Camera;1080P 140Â°Wide Angle Full HD Rear View Cameraï¼›Time-Lapse Photography (350 Degree Rotation Camera),-89,Pre
B07HXRG4SM,Need a size 7 or 8,"Women's Distressed Ripped Jean,Red,11",606,Post
B01CQOV3YO,Is this speaker magnetic?,"DOSS SoundBox Touch Portable Wireless Bluetooth Speakers with 12W HD Sound and Bass, 20H Playtime, Handsfree, Speakers for Home, Outdoor, Travel-Black",6,Pre
B00V5XHF6I,Can I order a replacement door,"Casual Home Wooden Pet Crate, Black, 27"" H",154,Post
B07BS51ZRN,is this hose 3/4 ID?,"HPS 3/4"" ID, 3' Length, Silicone Coupler Tube Hose, High Temp 4-Ply Reinforced, 75 Psi Max. Pressure, 350F Max. Temperature, ST3F-81294-BLUE, Silicone, Blue",-189,Pre
B07N5JQK3W,"is this a set of posts, or do I need to order 4 for a set?","Comfy Leads InterMetro Posts, 63 Inch - Black, 1"" x 62.5"" x 13 lbs",136,Post
B074HZ1PTJ,Can you keep your tone cover,"ARIES 1110114 Switchback Black Aluminum Truck Headache Rack Cab Protector, Select Toyota Tacoma",14,Pre
B075RN3TMR,how do i get album artwork to show up? nothing is working,"Pyle New Generation HiFi Digital Lossless Hi-Res Music Player- Portable High Resolution Digital Audio Player with USB Drive / 128 GB MAX Micro SD Card Reader, Supports Multiple Audio Formats PDAP18BK",34,Post
B07HK8JGT5,Luggage Weight,"Apelila Carry On Luggage Sets,Travel Suitcase Spinner Hardshell Lightweight (Set of 4 Sliver)",247,Post
B01NABJ1AI,What is the actual thickness of this? 1/8â€?,CynKen 3mmx50mmx100mm Copper Sheet Plate for Metalworking,-1,Pre
B07HK9ZNP2,Are the ear buds magnetic to the tips? Or only held on by the retractable part?,Bluenin Bluetooth Headphones Wireless Retractable Headset Neckband Stereo Earbuds in Ear Sweatproof Noise Cancelling Earphones with Mic (Black),-1,Pre
B07JHH5YP4,what gauge wire should be used,"Linkstyle 4 in 1 Charger Socket Panel, 12V 4.2A Dual USB Charger Socket Power Outlet & LED Voltmeter & Cigarette Lighter Socket & LED Lighted ON Off Rocker Toggle Switch for Car Marine Boat RV Truck",0,Pre
B074JYY9Q3,Howâ€™s the quality- feel like cheap a plastic ring? Is the filter made out of glass?,Neewer 37mm Clip-on ND 2-400 Cellphone Camera Lens Filter Kit: Adjustable Neutral Density Filter with Phone Clip for iPhone X 8 plus 7 Plus 7 6 6S Plus Samsung HTC Motorola iPad and Other Smartphones,-101,Pre
B01NAM1TNA,What is the total width at the bottom?  Is the length stated in the description (20.3) including the handles at the top?,Igloo 25 Quart Marine Contour,-2,Pre
B0791GLL8C,Difference between multiple A vs multiple B products?,"Firesara Advanced Pencil Grip Set, Original Ergonomic Handwriting Aids Pencil Grips Writing Posture Corrector 4 Assorted Pencil Grips for Kids Children Adults Special Needs Rights, Multiple A",-1,Pre
B0769FZSCS,Would this light work for a night light in the bathroom under a floating vanity?,"LOFTER LED Closet Light , Rechargeable 62-LED Cabinet Lights Wireless Under Cabinet Light for Closet , Cabinet , Wardrobe , Motion Sensor Closet Light with 2 Sensor Mode (ONLY Motion, Motion & Light)",-88,Pre
B079Z3VVCN,calcium content in this diet?  anyone knows?,"Instinct Be Natural Real Salmon & Brown Rice Recipe Natural Dry Dog Food by Nature's Variety, 4.5 lb. Bag",1,Pre
B01L1SKINI,Will this fit the Dirt Devil vision canister vacuum,GIBTOOL Vacuum Attachments Accessories Cleaning Kit Brush Nozzle Crevice Tool for 1 1/4 inch & 1 3/8 inch Standard Hose 6pcs,-1,Pre
B07FTN21JL,will it sync with i phone 6 ?,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, One Size (S and L Bands Included)",-1,Pre
B07DJBCC9P,What filters does theHouzetek use,"Air Purifier with True Hepa Filter, Houzetek Portable Quiet Mini Air Purifier for Desktop Small Room, Home, Pets, Air Cleaner with Night Light",-13,Pre
B000VDRWES,How much should i use for flavor in my Mead ?,"Frontier Peppermint Flavor Certified Organic, 2 Ounce Bottle",38,Post
B075RL3C7V,Do you suggest getting the cleaner for the fountain?,SereneLife Desktop Electric Water Fountain Decor w/ LED Illuminated Crystal Ball Accent - Indoor Outdoor Portable Tabletop Decorative Waterfall Kit Includes Submersible Pump & 12V Adapter,-1,Pre
B01MXM79CC,Where is this made?,"Komax Clear Large Tritan Pitcher with Lid | 77 Oz - 2.4 Quart (Full Capacity Jug) | Drink Pitcher for Water, Juice, Ice Tea, Lemonade, Sangria & Milk | Airtight, BPA Free, Square Shape Water Pitcher",-14,Pre
B01C131M6E,I applied for replace and when can I get it?,"(Renewed) Apple iPad Pro (128GB, Wi-Fi, Space Gray) 12.9in Tablet",180,Post
B0173RCHI0,Are there lids available for this trash can?,"Hardware Resources Plastic Waste Container, Grey",-1077,Pre
B07JWJFN1S,How do you charge this ketboard?  Doe it charge while connected to tablet?  Can you use a phone charger?,"Microsoft Surface Go 2018 Bluetooth Keyboard Case,Slim Lightweigh Folio Shell Protective Stand Leather Cover Microsoft Surface Go 10 Inch 2018 Tablet Black",-34,Pre
B004FV7XJG,Can you anyone please tell why itâ€™s beeping after 1min,"APC UPS Battery Replacement, APCRBC123, for APC UPS Models BX1350M, BR1000G, BN1350G, BX1000G, BX1300G, SMT750RM2U, SMT750RM2UC, SMT750RM2UNC, SMT750RMI2U, SMT750RMI2UC, SMT750RMI2UNC and select others",5847,Post
B0042ZRKGQ,How do I print a return label?,"Muck Boots Arctic Pro Bark - Men's 10.0, Women's 11.0 B(M) US",241,Post
B07G8MPSLK,I want the Hemp oil      500 mg...can I get away without  paying the membership fee ??,"Full Spectrum Hemp Oil for Pain, Anxiety & Stress Relief - 500mg of Pure Hemp Extract - Grown & Made in USA - Anti-Inflammatory & Joint Support - Helps with Sleep, Mood, Skin & Hair - 1 Fl oz (30ml)",1032,Post
B003UF8VVC,does this fit 2018 rogue with led lights dealer said the ones that does not support led does work the trailer lights rite,Tekonsha 118480 T-One Connector Assembly with Upgraded Circuit Protected ModuLite Module,-470,Pre
B00TQ07IOQ,Are they carpet,"OxGord Luxe Carpet-Floor-Mats Set for Car - Rubber-Lined All-Weather Heavy-Duty Protection for All Vehicles - 4 Piece, Black",-1,Pre
B01HUTS8FW,Are seat covers washable,FH Group FB030GRAYBLACK115 full seat cover (Side Airbag Compatible with Split Bench Gray/Black),262,Post
B07MV4G2RR,"these reviews are for the 11' I have a 12.9 inch, can you tell the working for 12.9",[Support Apple Pencil Charging] [with Pencil Holder] Magnetically Detachable Wireless Keyboard,-94,Pre
B0742J69SQ,My dashcam doesnt seem to be pulling sound. I checked that sound isnt muted. Am i doing something wrong?,"Vantrue N2 Pro Uber Dual Dash Cam Dual 1920x1080P Infrared Night Vision Front and Inside Dash Camera, 2.5K 2560x1440P Single Front, 310Â° Car Camera, 24hr Parking Mode, Motion Sensor, Support 256GB max",3993,Post
B00N0YRR2C,Best naturals pls repy- is the menaq7 with chickpeas the new synthetic form of it to avoid soy allergy? was the synthetic form tested clinically?,Best Naturals MK-7 Vitamin K2 100 mcg 120 Vcaps,4431,Post
B019YJRYPQ,What is the normal life span of the brush? I've heard they should be replaced every month when using on baby bottles alone. I'm an exclusive pumper.,"Munchkin Bristle Bottle Brush, Green",783,Post
B002OXHJ6Y,Water filter,"Oxyfresh Premium Pet Dental Care Solution Pet Water Additive: Best way to eliminate bad dog breath and cat breath - Fights tartar and plaque - So easy, just add to water! Vet recommended! 16 oz.",0,Pre
B06XPZPQ92,Why has this vendor pulled all of their elemental metal cubes from Amazon and Ebay?,1 inch 25.4mm Aluminum Metal Cube 99.999% 44g Engraved Periodic Table,3418,Post
B078S9L1VZ,What kind of cable would I need to be able to plug this in from the headphone jack of my laptop to an amplifier?,Alesis Vortex Wireless 2 | High-Performance USB / MIDI Wireless Keytar Controller with Professional Software Suite Including ProTools | First,6385,Post
B0771KTBHV,"I would really love to purchase this suit as a birthday gift, when will it be available again? I need it no later than the first week in April!",Men's 3 Piece Suit Slim Fit Stylish Printed Floral Dress Suit One Button Notched Lapel Prom Tuxedo Blue,-453,Pre
B07MDCDRKC,There dosnt seem to be a delete option on the interface or an option to save videos. Just a lock that you cant unlock?,"Dash Cam, MILIEN 1080P Front and Rear Dual Dash Camera with Full HD 4"" LCD Screen, 170Â° Wide Angle Lens Dashboard Camera with G-Sensor, Loop Recording, Rear View and Motion Detection â€¦ (Black)",89,Post
B00LFNH69E,Is this safe to use on pop bellied pigs?,"AniMed Powder 99.9-Percent Ammonium Chloride for Horses Dogs Cats Cows Sheep and Goats, 2.5-Pound",-279,Pre
B000B545A0,what is Battery size,Timex Men's T78587 Classic Digital Silver-Tone Stainless Steel Expansion Band Watch,32877,Post
B07CXG6C9W,Does this device support Arabic language?,Kindle Paperwhite â€“ Now Waterproof with 2x the Storage â€“ Includes Special Offers,219,Post
B07BFVBDMN,Amazon recommends these for lentelek ip67 will the fit good??,"LETSCOM Fitness Tracker with Heart Rate Monitor, Slim Sports Activity Tracker Watch, Waterproof Pedometer Watch with Sleep Monitor, Step Tracker for Kids, Women, and Men",-1,Pre
B01N02O01A,Why is the blue one more expensive?,"Merax 36"" Kid's Mini Exercise Trampoline Portable Trampoline with Handrail and Padded Cover (Blue2019)",-741,Pre
B071JQGDXQ,Is this sturdy enough to mount to a trailer without a frame??,"ALLPOWERS 50W 18V 12V Flexible Solar Panel Charger(with ETFE Layer, MC4 connectors) Semi Bendable Water-Resistant Solar Charger for RV, Boat, Cabin, Tent, Car, Trailer, Other Off Grid Applications",-3,Pre
B07JNDCPR2,There is no size chart in the pics. i really want to get the right size. i want the same fit as modeled in the pics. i'm 5'2 118 wide waist. size?,"YKARITIANNA Women Casual Yoga Pants, Life Coach Style Print Pants Wide Leg Pants Loose Button Harem Pants with Pockets",-17,Pre
B074NBLVSS,Do you need a cushion,"Sorbus Hammock Chair Macrame Swing, 265 Pound Capacity, Perfect for Indoor/Outdoor Home, Patio, Deck, Yard, Garden (Single Swing)",-1,Pre
B07KTM3K9R,Can you bleach the knots?,Fureya Hair Wigs for Black Women Natural Color Synthetic Lace Front Wigs with Baby Hair Heat Resistant Hair Replacement 20 Inch Loose Curly Wigs,65,Post
B00I5QIJ9A,What is the spout reach dimension on this faucet?,"Delta KLDCA-WS-3597H295-CH Cassidy Lavatory Faucet Kit with Metal Cross Handles, Chrome Chrome",-53,Pre
B07L4Q1Q8X,Large band,"Letsfit Fitness Tracker HR, Color Screen Activity Tracker Watch, Heart Rate Monitor, Sleep Monitor, Step Calorie Counter, IP68 Waterproof Pedometer Watch for Kids Women Men",-259,Pre
B00VEKX35Y,Where do you buy a 5kg calibration weight that doesn't cost nearly $300?  I wished I know this before I bought this scale.,"Kitchen Scale - Bakers Math Kitchen Scale - KD8000 Scale by My Weight, Silver",54,Post
B07L33L1JQ,have 2015 extended ford f150 i have the black grill with 5 bars will this grille still fit my truck,Autobotusa Black Chrome 15-17 for Ford F150 Front Grille OE Honeycomb Mesh Hood Bumper Grill,-1,Pre
B07C7YF6VN,How high up the calf do these socks reach?,"Easton Marlowe Men's Classic Cotton Solid Color Dress/Crew Socks - 6pk #3-3, Charcoal, Solid, Flat Knit - 39-42 EU shoe size",-21,Pre
B076SDM2BQ,does this work in a flat iron or hair dryer?,"BESTEK International Power Adapter 250W, 220V to 110V Step Down Travel Voltage Converter with 4-Port USB Including US/AU/EU/UK//India/South Africa Plug Adapter",68,Post
B075FF9PD2,The display shows that it supports converting weight of milk (g) into the volume of milk (ml). Does it actually support that? Any other ingredient?,"Pohl+Schmitt Digital Kitchen Mechanical Scale, 30% Greater Accuracy Quad Transducer, Multi-Function Back-Lit LCD, Stainless Steel, 11 lbs, 5 kg (Batteries Included), Black",21,Pre
B00M9ZNQ9Q,Whats the expiration date?,"The Original Donut Shop Dark, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 72 Count",-193,Pre
B0045PQ762,will the bits drill steel?,"DEWALT Drill Bit Set, Titanium, 14-Piece (DW1354),Yellow",21067,Post
B00V2ULHBS,I only get a black/white hdmi signal from an svideo c64 input.  Any suggestions?,Tendak 3RCA AV CVBS Composite & S-Video R/L Audio to HDMI Converter Adapter Support 720P/1080P with 3RCA S-Video Cable for NES SNES N64 PS2 PS3 HDTV,97,Post
B00798Y1IS,how many btu are needed to run this unit?,Cast Iron Gas Log Lighter - 14 Inch - for Natural Gas Only,36603,Post
B07HNNKJ8V,Do you need plywood underneath the mattress?  What size is it after it opens up?,Linenspa 10 Inch Memory Foam and Innerspring Hybrid Mattress - Medium Feel - Full,128,Post
B0797GC3N1,How much does Maju suggest taking daily?,"MAJU's Black Seed Oil: 3x% Thymoquinone, Cold Pressed, no Pesticides, 100% Turkish Black Cumin Nigella Sativa Seed Oil (Better Than Organic), non-GMO, 100% Liquid Pure Blackseed Oil, Glass Bottle",-7109,Pre
B07K4K8P9W,Can this be put in a dryer?,Goodyear GY1121 \ Water Resistant Seat Cover \ One Piece Fit 22â€ W x 53â€ H \ 100% Pure Neoprene Fabric for Maximum Protection \ Side Airbag Compatible \ Fits Most Vehicles \ Easy Slip-on,123,Post
B07K5CGSP6,does this contain egg,"Garden of Life Multi-Sourced Collagen Turmeric, Apple Cinnamon, 20 Servings, Collagen Powder for Women Men Joints Mobility, Hydrolyzed Collagen Peptides Powder Protein Supplement Packaging May Vary",-63,Pre
B0789RHS42,Can you tell me how many come i the pack,Mardi Gras Purple Gold Metallic Balloons and Clear Latex Pre-Filled with Confetti 44 Pack 12 Inch for Wedding Anniversary Bachelorette Bridal Shower Engagement Birthday and Graduation Party Supplies,-96,Pre
B000V9N4EY,Does this come in bronze?,"Prime-Line Products U 9495 Adjustable Door Strike, Brass Plated",-118,Pre
B0792KVFZT,What its teturn policy?,"Fineboard Ovel Coffee Table/End Table with Casters with 2 Shelves, Nature",177,Post
B015HQEYL2,"The picture is of the phantom 4 pro+ v2, but i see no mention of it being a v2 in the description. is this a p4pv2?","DJI Phantom 4 PRO Plus V2.0 Drone with 1-inch 20MP 4K Camera KIT with Built in Monitor, 3 Total DJI Batteries, 128gb Micro SD Cards, Reader, Must Have Bundle",9,Pre
B0016JBDCS,Will this work with a kenwood excelon dnx692 in my 2009 tacoma?,Metra 99-8214TG Dash Kit for Toyota Tacoma 05-Up Text (Gray),-72,Pre
B07N7GG9M1,Does the app support multiple cameras?,Mini Spy Camera WiFi Hidden Camera Wireless HD 1080P Indoor Home Small Spy Cam Security Cameras/Nanny Cam Built-in Battery with Night Vision for iPhone/Android Phone/iPad/PC,-22,Pre
B073TDV9CN,Is there a way to make them come back on with the same setting after they have been powered off?,"COVOART LED Aquarium Light, 15 inches Fish Tank Light RGB Color Underwater Light Submersible Crystal Glass Lights",11298,Post
B07CN7ZTV8,Is this good for lips,"Naturopathy Castor Oil (4oz) USDA Certified Organic, 100% Pure, Cold Pressed. Stimulates Growth for Eyelashes, Eyebrows, Hair, Eyelash Growth Serum. Brow Treatment. FREE Mascara Starter Kit",83,Post
B07FLXJKPP,I received this... it is usable as usb hub but it can't charge any devices (my check is 5V 0.15A)is it normal??????,"Syntech USB C Hub, 4-in-1 USB C to USB Adapter with Type-C Charging, Thunderbolt 3 Multiport Adapter Compatible with MacBook Pro 2018/2017,New MacBook Air 2018,Surface Go and More",118,Post
B07MTYNGXS,I preordered this and I never got it and it says out of stock. What the heck Amazon??,Nintendo Selects: Star Fox 64 3D â€“ Nintendo 3DS,399,Post
B07DPG4YGD,does it snap apart into two pieces to snap on bike,"Tbest Pedal Assist Sensor,Electric Bike Power Pedal Assist Sensor,Bicycle Pedal 12 Magnets E-Bike PAS System Assistant Sensor Speed Sensor for Mountain Bike Accessories",2671,Post
B07DCKF4SQ,"I have 2 of your  wouldMask, ... is there anyway I desperat to wurchase a 200 up to 300mls? Ive searched online and cannot find anything over 100 mls.","SUNPIN Essential Oil Diffuser,100ml Glass Marble Aromatherapy Diffuser Ultrasonic Cool Mist Humidifier with Color LED Lights Changing and Waterless Auto Shut-off for Bedroom Office Home Baby Room",3511,Post
B07KKLRSC3,what are the dimensions of this coffee table?,My Aashis Contemporary Black Leather Coffee Table w/Black Glass Table Top,-7088,Pre
B002LJRKN8,Does this ink ever wash out or come off of wood surfaces?,"Pentel Arts Pocket Brush Pen, Includes 2 Black Ink Refills (GFKP3BPA)",-3,Pre
B07F2FS59W,"How low does it go? I have a 3 month old that loves to stand and she needs to reach the floor in it..... Shes about 22 inches, will she reach?","Bright Starts Floral Friends Walker with Easy Fold Frame for Storage, Ages 6 months Plus",-5,Pre
B07L11HD3V,The shaft side of the enclosure has 6 threaded holes.  What are the screw dimensions that fit those?,uxcell DC Motor 4.5V 2000RPM 0.02A 2 Wires Electric Motor Round Shaft for RC Boat Toys Model DIY Hobby 5Pcs,1047,Post
B07BFQMMRL,Did anyone else receive a 30l instead of a 40l?  outside label says 30l. i didn't open it. any tags on inside?,NOOLA Military Tactical Backpack Large Army Rucksack Assault Pack Molle Bag Black,-3,Pre
B07L8TTP7Z,can i change cam password or not,"Ittiot 1080P Webcam with Microphone, PC Laptop Desktop Computer USB 2.0 Full HD Web Camera for Video Calling, Studying, Conference, Recording, Gaming with Rotatable Clip",-270,Pre
B07F7KFWND,Is there a set with build your own and pre built bolts..together,HEXBUG BattleBots Arena Pro - Build Your Own Battle Bot with Arena Game Board and Accessories - Remote Controlled Toy for Kids - Batteries Included with Hex Bug Set,-5,Pre
B000WYVBR0,Where can i find out what kind of screws and bolts came with this? I lost them all while moving and dont know what kind to buy,VideoSecu ML531BE2 TV Wall Mount kit with Free Magnetic Stud Finder and HDMI Cable for Most 26-55 TV and New LED TV up to 60 inch VESA 400x400 Full Motion with 20 inch Articulating Arm WP5,25141,Post
B00D0KVHXG,How many ounces are these skeins or at least what is the yardage?,"Lion Brand Yarn 136-113 Heartland Yarn, Redwood",-1,Pre
B0000YS93Q,can you get replacement panels?,"Legacy Decor 4-Panel Folding Shoji Screen Room Divider, Cherry Finish",3573,Post
B06XT3SXFT,"""We have a new 2019 jeep compass and a new 2019 jeep cherokee.  both came with the 8.4"""" uconnect display.  will this fit?""","IPG for Jeep Grand Cherokee 2017-2019 8.4"" Car Navigation Display Touch Screen Radios Screen Protector Invisible Ultra HD Clear Film Anti Scratch Skin Guard - Smooth/Self-Healing/Bubble -Free by",-49,Pre
B07M5F1PJQ,What are the dimensions of the seat itself?,TOPSKY High Back Big & Tall 400 lb Thick Padded Seat Executive PU/PVC Leather Office Chair Adjustable Headrest and Armrest (Black),-197,Pre
B07FKT62K8,What is the length of this chain? It doesnâ€™t say anywhere.,"Mr. Chain Plastic Barrier Chain, Magenta, 2-Inch Link Diameter, 25-Foot Length (50018-25)",-29,Pre
B01N7H1SPE,We have a shop that is roughly 5000 sqft and the ceiling is around 15' high how many light would you recommend?,"JMKMGL 100Watt LED Canopy Light,250-400W HPS/MH Replacement,11000LM 5000k,12.4"" x 12.4"",110V ~277V Waterproof IP65, Commercial Lights for Playground, Warehouse, Garage, Pool, Backyard,5 Year Warranty",-242,Pre
B06XT17BF4,Can u return if it doesnâ€™t fit?,CrunchyCucumber Big Girls Gold Trimmed Dress with Corset Back Closure and Wired Tulle Skirt Blush - Size 16,-10,Pre
B073VCN481,What is the return policy?,"Exclusive Home Curtains Oxford Textured Sateen Thermal Window Curtain Panel Pair with Grommet Top, 52x108, Navy, 2 Piece",841,Post
B00Z0Z5KFK,will this fit a rheem rtex 13?,Ecosmart HE 55220 Heating Element,-1,Pre
B0796LKJWV,What country is this company? And where is it made in?,"wobon 10000mAh Power Bank, Ultra Slim and Compact High-Speed-Charging Portable Charger with Built-in AC Plug, USB Outport, Charging Cables Compatible with iPhone, Samsung Galaxy and More(Black)",-1,Pre
B07D12CKR8,How do I get a refund or exchange? I purchased this maybe 2 months ago and the phone charger is no longer working.,UPWADE Apple Watch Stand Qi Wireless Charging Pad Stand Universal Desktop Charging Stand 2 in 1 Charging Station for iPhone Xs Max/XR/XS/X / 8/8 Plus iWatch Series1 2 3 Nike+ iPad Multiple Devices,1438,Post
B07GS6WHMC,Are these vinyl or paper?,"NMC 4"" x 3"" GHS Secondary Container Label, 4.0"" H x 1.0"" L",-34,Pre
B01FDIBYWG,Will these stay upright on a wire rod (shelving system)?,Blulu 20 Pack Blank Clothing Rack Size Dividers Rectangular Closet Dividers for Home or Cloth Store,-583,Pre
B01B4BKJK4,When will they have a 4k camera system?,"Reolink 16CH 5MP PoE Home Security Camera System, 8 x Wired 5MP Outdoor PoE IP Cameras, 5MP 16 Channel NVR Security System w/ 3TB HDD for 7/24 Recording Super HD RLK16-410B8-5MP",-32,Pre
B075RXK9GF,How are these kits arriving without instructions? should I purchase it?,"Dimensions Blue Poppies Paint by Numbers for Adults, 14'' W x 11'' L",-5723,Pre
B01MYN9K5B,Does this topper create a â€œhugâ€ feeling against the body?,"Linenspa 2 Inch Gel Infused Memory Foam Mattress Topper, Queen",-7,Pre
B01KNXSIYS,I am wanting to purchase aftermarket bumper. Bumper doesnâ€™t have a place for fogs specifically but does have brackets on top. Will these fit?,DOT Approved 7'' Black LED Headlights + 4 ''Cree LED Fog Lights for Jeep Wrangler 97-2017 JK TJ LJ,-25,Pre
B07K1X27KM,What is diameter?,"Fenleo Furniture Bumpers, Clear Adhesive Bumper Pads 24 Pcs, Sound Dampening Transparent Rubber Feet for Cabinet Doors, Drawers, Glass Tops, Picture Frames, Cutting Boards",-1,Pre
B07K6JK2CB,"i have an iphone x, and the device thereâ€™s not a peer to be working.  does it work with the iphone x?",AHNR USB Flash Drives for iPhone 128GB [3-in-1] OTG Jump Drive,1700,Post
B07GVL6L4L,Can this hair be dyed?,BE 3 Pieces Syntheitc Brazilain Straight Ombre Gray Color 14inch Yaki Synthetic Hair Mix with Human Hair Weave Extensions(ombre gray),-3696,Pre
B07K885VHW,with the rubber bands will they look natural in my hair?,"12â€ Dreadlock Extension For Man Handmade Synthetic Reggae Extension Twist Braiding Hairpiece For Hip-Hop Crochet Braiding Hair Heat Resistant Box Braid For Women(30strands/6packs,dark blonde)",187,Post
B002HWS9GG,I put it on the charger and it blinks red and i walk away. When i come back no light is on at all. Why dont i ever see the green light saying its char,"Liberex Sonic Electric Toothbrush MS100 - 5 Modes IPX7 Waterproof with USB Wireless Charging Base Holder, 2 Minutes Smart Timer, 4 Hours Charge for 30 Days Use, Dentist Recommended, FDA Approved",65,Post
B07FM86283,does it come with charger?,"Samsung Electronics SM-T590NZKAXAR Galaxy Tab A, 10.5"", Black",-2,Pre
B07CQTFQCZ,Is the silicone soft?,"iPhone X Case, Imikoko Hybrid Protective Soft Silicone with Hard White Marble Case Shock Slim Thin Cute Case Cover Plastic Shell for iPhone X (Flower 2)",-3,Pre
B079XJ1WJB,What are the dimensions of the towel ??,"Monogrammed Beach Towel, Swimming Towels for Kids, Personalized Cute Beach Towels, Kids Beach Towels, Beach Bag Essentials, Microfiber Beach Flat Towel 60x30 inches",-1,Pre
B07BDHCNB8,Is there a way to not have the phone call alarm,"LETSCOM Fitness Tracker HR, Activity Tracker Watch with Heart Rate Monitor, Waterproof Smart Bracelet with Step Counter, Calorie Counter, Pedometer Watch for Kids Women and Men",42,Post
B07HRL3BCK,What is the max range for the wifi connection?,"Drone with Camera, TOPVISION Foldable Quadcopter RC Drone with WiFi FPV HD Camera Live Video, Altitude Hold, One Key Start, APP Control, Black",92,Post
B07LG7KST1,This is a very nicely made product but it didnâ€™t. come with any  instructio i find this unsatisfactory,"BEQOOL Car Wax Brush, Efficient Cleaning Duster Removable Wax Mop with 360Â°Rotation Telescopic Handle, Includes Storage Box",73,Post
B071JMLBCQ,"I have a door that is 31 inches, will it squinch in to fit that?","Evelots CAT Door Window Draft Stopper-38 Inches-No Noise, Bug, Insect-Keep Heat In",-1,Pre
B07KSZP6V3,what is the warranty limit ?,"NECTAR Baby Humidifiers for Nursery, Ultrasonic Air Humidifier for Bedroom(Cool Mist & Aroma Diffuser), 7 Color with Remote Control, Bluetooth Lullaby & White Noise, Nightlight for Kids (Wood)",-1,Pre
B07MDLDY6B,"""Are these 28"""" high? And could they support a table 40"""" deep? Thank you.""","Steel Forged DIY Metal H Legs 28""h x 23""d",-4,Pre
B012DH2KG4,I never got my product even when it says that they delivered on tuesday.... Where is my package??,Nebo Big Larry Magnum COB LED Flashlight Worklight Magnetic (Assorted Colors),355,Post
B008VLVDII,Will this fit my 2019 Ram 1500 Quad cab?,"Dickies Heavy Duty Rear Bench Seat Protector, Black",-283,Pre
B01M1C8TWR,How wide is the bottom track?,SUNNY SHOWER Glass Sliding Shower Door for Bathtub 60 W x 57.4 H inches Double Sliding Shower Bath-Tub Door 1/4 inches Clear Glass Shower Enclosure Doors for Bathroom with Brushed Nickel Finish,0,Pre
B076Y8GNNL,How do I clear the internal memory,LeadTry VDC-07 Wireless Wi-Fi Video Doorbell Cam 720P HD Built-in 8G,8164,Post
B075719FDW,iOS compatible with iPhone 10,Kingkok Elegant Waterproof Fitness Tracker for Women Smart Bluetooth Pedometer Watch Band Multi-Mode Wireless Activity Tracker Bracelet [Black],-331,Pre
